round,player_hand,dealer_hand,actions,reward
385,"6,2","8,5,10","3,0",1
385,"6,9","8,5,10","3,0",1
386,"9,2","10,10",0,-1
387,"3,10,9","3,10,5",1,-1
388,"10,6,2,10","6,10,9","1,1",-1
389,"10,4,5","3,8,10","1,0",-1
390,"8,3","11,11,5",0,-1
391,"9,4","10,3,10",0,1
392,"5,10,11,10","2,7,3,11,3,7","1,1",-1
393,"9,2","6,10,11",0,-1
394,"10,9,10","9,5,11,7",1,-1
395,"6,10,10","10,3,8",1,-1
396,"7,10,5","11,7",1,-1
397,"10,2","10,11",,-1
398,"8,4,10","2,5,10",1,-1
399,"8,6","10,10","3,0",-1
399,"8,11","10,10","3,0",-1
400,"7,10","10,11",,-1
401,"9,9,6","10,10",1,-1
402,"10,9","7,5,11,7",0,-1
403,"10,11","10,11",,0
404,"3,5","7,11",0,-1
405,"11,9,7,2,4","10,10","1,1,1",-1
406,"6,9","10,10",0,-1
407,"9,10","11,2,2,2",0,1
408,"3,4","9,10",0,-1
409,"6,6,5,10","4,11,7,10","1,1",-1
410,"8,10,10","8,11",1,-1
411,"10,10","7,3,10",0,0
412,"6,10","10,4,5",0,-1
413,"7,10,9","10,4,6",2,-1
414,"7,9,5","8,11",1,1
415,"3,7","10,4,6",0,-1
416,"8,6","8,3,10",0,-1
417,"11,10,4","10,3,10","1,0",1
418,"7,7,10","4,7,2,6",1,-1
419,"2,7","4,10,10",0,1
420,"10,8,9","10,10",1,-1
421,"11,3,8","7,3,5,2","1,0",-1
422,"10,11","4,2,9,5",0,1
423,"11,5,5","9,6,4",1,1
424,"3,11,11,2,10,3","6,10,10","1,1,1,1,0",1
425,"9,6","10,4,3",0,-1
426,"10,10,5","11,5,6,4,10",1,-1
427,"9,9,10","4,11,8,10",1,-1
428,"6,4","5,10,5",0,-1
429,"10,10","4,3,10",0,1
430,"10,7","10,9",0,-1
431,"9,7,3,10","8,7,4","1,1",-1
432,"2,10,2,7","3,10,3,10","1,1",1
433,"5,10","8,11",0,-1
434,"11,10","11,10",,0
435,"6,8,10","3,5,5,7",1,-1
436,"2,11","10,11",,-1
437,"7,9,9","8,8,10",1,-1
438,"6,10,3,7","5,10,11,10","1,1",-1
439,"10,5","10,3,3,3",0,-1
440,"8,10,2,7","10,8","1,1",-1
441,"10,6","11,10",,-1
442,"2,7","6,10,8",0,1
443,"8,8,10","8,3,3,6",1,-1
444,"8,10,6","10,10",1,-1
445,"5,4","10,9",0,-1
446,"10,2","5,11,2",0,-1
447,"10,11","5,10,10",0,1
448,"9,10,2","10,10",1,1
449,"6,7,2,8","5,11,10,5","1,1",-1
450,"10,4","8,11",0,-1
451,"2,3","2,4,4,9",0,-1
452,"5,4","11,10",,-1
453,"9,10","3,8,2,3,10",0,1
454,"10,10","3,9,9",0,-1
455,"2,7","10,8",0,-1
456,"4,11","10,9",0,-1
457,"3,9,10","5,2,11",1,-1
458,"8,8,5","8,10",1,1
459,"2,10","10,10",0,-1
460,"2,4","9,3,10",0,1
461,"10,10,11","10,4,4",1,1
462,"4,11","10,8",0,-1
463,"10,11","6,8,10",0,1
464,"8,10,5","10,10",1,-1
465,"3,9,4,7","5,4,10","1,1",-1
466,"3,11,3,4","8,10","3,1,1",1
466,"3,10","8,10","3,1,1",-1
467,"2,8","7,2,6,2",0,-1
468,"5,10,10","10,9",1,-1
469,"11,7,10,7","7,10","1,1",-1
470,"6,10,10","7,7,5",1,-1
471,"10,10,10","10,5,5",1,-1
472,"10,5","10,10",0,-1
473,"7,3,7,10","2,10,9","1,1",-1
474,"11,4,10,5","6,9,6","1,1,0",-1
475,"2,10","7,10",0,-1
476,"2,4","10,8","3,0",-1
476,"2,4","10,8","3,0",-1
477,"6,10,10","7,6,11,10",1,-1
478,"10,11","5,7,10",0,1
479,"10,11","5,4,9",0,1
480,"7,5","10,10",0,-1
481,"9,6,6","7,2,10",1,1
482,"3,10","11,8",0,-1
483,"10,10,8","9,4,3,10",1,-1
484,"7,6,6,7","3,2,11,5","1,1",-1
485,"3,10,9","7,10",1,-1
486,"10,7,6","11,9",1,-1
487,"10,6,2,4","10,4,3","1,1",-1
488,"6,5","10,10",0,-1
489,"5,8,10","3,10,11,10",1,-1
490,"10,10,10","11,8",1,-1
491,"10,6,5","6,10,3",1,1
492,"10,10","2,6,5,10",0,1
493,"10,6,4","4,10,10","1,0",1
494,"3,8,9","7,2,11","1,0",0
495,"6,4,10,10","2,3,3,7,4","1,1",-1
496,"10,10","7,3,4,4",0,1
497,"5,3,5,4,8","2,2,6,4,8","1,1,1",-1
498,"10,9,10","5,11,9,2",1,-1
499,"10,10,10","10,10",1,-1
500,"5,11,2,7,10","8,3,10","1,1,1",-1
501,"10,11","5,10,4",0,1
502,"8,9,9","3,10,2,10",1,-1
503,"2,8","10,7",0,-1
504,"10,10","7,4,5,10",0,1
505,"11,10","8,6,4",0,1
506,"10,10,6","10,10",1,-1
507,"9,3,10","9,10",2,-1
508,"10,9","5,10,6",0,-1
509,"7,11,7,3,8","4,11,10,6","1,1,1",-1
510,"10,9","6,10,3",0,0
511,"5,10,6","5,2,9,10","3,1",1
511,"5,2","5,2,9,10","3,1",1
512,"3,4","8,8,5",0,-1
513,"11,5,3","6,3,9","1,0",1
514,"11,10","8,11",0,1
515,"10,7,6","10,9",1,-1
516,"8,4","10,10",0,-1
517,"10,5,10","10,2,8",1,-1
518,"10,10,2","10,8",1,-1
519,"10,5,10","6,5,7",1,-1
520,"10,11","10,8",0,1
521,"9,10,3","11,5,8,10",1,-1
522,"11,6,7,10","10,10","1,1",-1
523,"7,10","5,11,6,4,3",0,-1
524,"10,11","4,2,10,6",0,1
